C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score
RNF39,-14.622938,1.0,-0.004174421,REPS2,-24.917154,0.6380375801781382,-1.0472394,GTF3C5,0.4778421,0.026998492503254437,-2.5047877,CYP1A1,-0.91843015,0.5306088940098049,-1.0366442,HARBI1,-0.9960781,0.0273465144095667,-2.4704373,PRR18,-17.537712,1.0,-0.040761374,SRY,0.0,1.0,0.0,CFAP97D2,-19.67289,1.0,-0.0896839,KLRG2,-13.974384,1.0,-0.0018958705,NPRL3,0.37387323,0.10080248542099536,-1.9656724,PKD2L1,-1.8736795,0.9749400874136098,-0.6197796,VSX2,0.0,1.0,0.0,CGA,-19.363829,1.0,-0.009876901,ZG16,-14.147479,1.0,-0.0005343377,SIK3,-0.886125,1.0,0.2932456,TYW1,1.1799332,1.0,-0.28258407
PNLIP,-14.690561,1.0,-0.004174421,COA1,-0.8794252,0.6378716540613244,-1.0474824,ITGB5,-4.9466486,0.026994167080830123,-2.5048873,ABI3,-2.4040728,0.530014386549987,-1.0374281,OS9,-0.11072861,0.02726429103867181,-2.4715543,LRRC43,-16.280718,1.0,-0.040761374,KCNJ3,0.0,1.0,0.0,GCM1,-19.205383,1.0,-0.0896839,ONECUT1,-12.32686,1.0,-0.0018958705,KYAT1,-0.2592228,0.1007811475055115,-1.965811,ERBB2,-1.3622108,0.9746441828985642,-0.6201083,VRTN,0.0,1.0,0.0,PEBP4,-18.40655,1.0,-0.009876901,TRABD2B,-12.491093,1.0,-0.0005343377,ZNF396,-1.2674879,1.0,0.29204673,TATDN1,-1.1902577,1.0,-0.2826729
CBLN1,-13.49163,1.0,-0.004174421,STX1A,-3.6668663,0.6373502577503654,-1.0480819,HTRA2,0.4190971,0.0269859044921707,-2.5050387,EFR3B,-4.525057,0.5293220703796351,-1.0383942,PDE3A,-4.610755,0.027255611591781595,-2.471708,ADAMTS5,-17.80404,1.0,-0.040761374,OR10K1,0.0,1.0,0.0,AC073111.4,0.4032083,1.0,-0.09069791,WDR72,-12.49113,1.0,-0.0018958705,EIF2S2,-0.4112566,0.10072035421194606,-1.9661168,PPOX,-0.21938337,0.9746441828985642,-0.62014335,LUZP4,0.0,1.0,0.0,SLC26A1,-18.46197,1.0,-0.009876901,OSTN,-13.644919,1.0,-0.0005343377,RASL11A,-1.6397289,1.0,0.29172155,RNF144B,0.10650346,1.0,-0.28268906
S100A7A,-13.209421,1.0,-0.004174421,ZFP90,-0.46199408,0.6371432211474946,-1.0483661,TMEM186,-0.38446358,0.02687532993032186,-2.5065336,PPP1R9A,-4.7558875,0.5293220703796351,-1.038413,IKBKG,0.113951676,0.027216386563778634,-2.472263,WNK2,-18.405376,1.0,-0.040761374,KRTAP19-6,0.0,1.0,0.0,SFN,0.19718556,1.0,-0.0907977,HEPHL1,-13.774366,1.0,-0.0018958705,ZNF596,-0.2615246,0.10069700788394395,-1.9662639,FZD4,-1.9745653,0.9746441828985642,-0.6202223,ASCL4,0.0,1.0,0.0,OR10H1,-17.621542,1.0,-0.009876901,CCN5,-11.270105,1.0,-0.0005343377,SPON2,1.8936749,1.0,0.29160002,TMEM45A,-22.862806,1.0,-0.28297982
OPCML,-16.510168,1.0,-0.004174421,SLC38A9,-0.19783466,0.6361898700564145,-1.0493997,CYB561D1,0.12536837,0.026827376406685026,-2.507208,NEXN,-2.330703,0.5283582871675526,-1.0396909,C6orf47,0.049148005,0.027025863546280372,-2.4748132,LSMEM2,-17.566755,1.0,-0.040761374,KRTAP19-7,0.0,1.0,0.0,CCL14,-1.7577491,1.0,-0.09083311,FNDC9,-16.32016,1.0,-0.0018958705,ARMC9,-1.4549032,0.10051062753182513,-1.9671025,QARS,0.00744065,0.9738231876657736,-0.62112063,RBMXL3,0.0,1.0,0.0,PCDH19,-16.593105,1.0,-0.009876901,SBK2,-12.872303,1.0,-0.0005343377,STIL,-0.9699842,1.0,0.29103506,GNPDA2,0.79116654,1.0,-0.28299597
OR5K2,-16.505465,1.0,-0.004174421,ABCF2,0.36194664,0.6355304465842077,-1.0501388,ZNF621,0.33270204,0.026802713252133285,-2.5075762,HIST3H2BB,-2.6949668,0.5283582871675526,-1.0397084,MFSD4B,0.2118579,0.026995145432701068,-2.4752595,TENM2,-17.208038,1.0,-0.040761374,MYO3A,0.0,1.0,0.0,CHST6,-1.5280659,1.0,-0.09083633,FLG2,-13.190612,1.0,-0.0018958705,WDPCP,-0.21269488,0.09991986793913282,-1.9696643,GPR143,-22.463621,0.9737479607102316,-0.62126523,RIPPLY1,0.0,1.0,0.0,ASPG,-18.14318,1.0,-0.009876901,PCDHA6,-12.336998,1.0,-0.0005343377,TAL2,1.8605976,1.0,0.2903683,PKP2,-23.080143,1.0,-0.28356934
CHRM1,-13.838361,1.0,-0.004174421,GEMIN2,-24.1028,0.6348097764293459,-1.0509399,FLT1,-3.6369376,0.026738072838660705,-2.5084724,ARL10,-1.7024149,0.5283174411608055,-1.0398662,ZNF66,-1.7608881,0.026884267503174793,-2.476769,GPC5,-17.689054,1.0,-0.040761374,GAD2,0.0,1.0,0.0,BICC1,-2.718176,1.0,-0.09087496,ISLR2,-12.332058,1.0,-0.0018958705,MARC2,-1.6577867,0.09958918078357723,-1.9711732,F2RL3,-22.443373,0.9737479607102316,-0.62126523,MYL10,0.0,1.0,0.0,PLEKHH1,-17.885265,1.0,-0.009876901,CPA2,-11.584774,1.0,-0.0005343377,MIA,1.9293174,1.0,0.29035515,GHRL,0.103691235,1.0,-0.2836178
TMEM174,-16.438501,1.0,-0.004174421,PYROXD2,-24.957495,0.634042292250361,-1.051865,ATRIP,-0.33169082,0.02671504239936482,-2.50882,DPEP3,-2.8834455,0.526404618104056,-1.0423826,YPEL2,-0.16683632,0.026647526837906048,-2.4799645,KCNF1,-16.409327,1.0,-0.040761374,CCDC172,0.0,1.0,0.0,UBQLN1,0.2387987,1.0,-0.09095061,COX7B2,-16.142809,1.0,-0.0018958705,USP18,-1.2907867,0.0992215225582917,-1.9727962,IGFBP4,-0.9225079,0.9737479607102316,-0.62127185,AC011005.1,0.0,1.0,0.0,ERICH3,-19.03784,1.0,-0.009876901,TAF11L11,-14.279137,1.0,-0.0005343377,KCNK12,0.74401706,1.0,0.29026318,KCNC4,-0.710059,1.0,-0.28377932
ABCC12,-14.275767,1.0,-0.004174421,ZNF155,-24.477783,0.634042292250361,-1.051865,FJX1,-24.232122,0.02669176925323817,-2.509171,RTF1,-0.1012597,0.5255529513850368,-1.0434836,SFXN5,0.22020693,0.026574097303787052,-2.480988,NGFR,-18.322254,1.0,-0.040761374,EDN3,0.0,1.0,0.0,CNOT4,0.3498977,1.0,-0.09184873,KRTAP4-16,-13.684546,1.0,-0.0018958705,WDCP,-1.1662554,0.09922042280389491,-1.972849,CLIP3,-1.4621418,0.9735853207983539,-0.6216465,WNT2,0.0,1.0,0.0,OTUD7A,-17.955639,1.0,-0.009876901,SLC17A2,-14.274129,1.0,-0.0005343377,MSX2,1.2236984,1.0,0.29024345,TCF20,0.19060689,1.0,-0.28398928
SPATA31A6,-15.984002,1.0,-0.004174421,ZNF486,-24.219196,0.6332753349610635,-1.0527902,KLHL28,0.09531921,0.026597411444767533,-2.5104647,RBM43,-0.16527238,0.525439603698471,-1.0436846,UNC50,0.22610308,0.026464007258327066,-2.4825075,SIM2,-16.57637,1.0,-0.040761374,SLC5A12,0.0,1.0,0.0,TLCD3B,-0.23363546,1.0,-0.09238149,FAM163A,-13.815706,1.0,-0.0018958705,C5orf51,0.36980736,0.09858914385394985,-1.9756609,CMTM1,-1.1884906,0.9723810315892983,-0.6229788,CFTR,0.0,1.0,0.0,C22orf42,-18.456135,1.0,-0.009876901,C12orf40,-15.021711,1.0,-0.0005343377,BAIAP2L2,-0.43646023,1.0,0.28971136,CLHC1,-23.191792,1.0,-0.2841589
FAM24A,-14.218275,1.0,-0.004174421,ZNF77,-24.242628,0.6332753349610635,-1.0527902,NOM1,0.49551842,0.02650722313815126,-2.5117068,ARL6IP6,-0.0024311596,0.5251294222264621,-1.0441258,ZNF880,-2.0628076,0.026429865362145137,-2.4830074,ZNF750,-15.651462,1.0,-0.040761374,METTL11B,0.0,1.0,0.0,LBHD1,0.02810757,1.0,-0.092735596,GRM5,-9.376142,1.0,-0.0018958705,ARMCX6,-0.9713274,0.09853836303683228,-1.9759281,KLHL11,-1.06184,0.9708517916229435,-0.6243374,OR2H1,0.0,1.0,0.0,HSPB7,-19.384432,1.0,-0.009876901,TAF11L14,-12.615434,1.0,-0.0005343377,ANKRD34A,-0.1513294,1.0,0.2887785,PLAT,-24.013239,1.0,-0.2841589
CT83,-15.884793,1.0,-0.004174421,PPP1R16A,-0.7405546,0.6332753349610635,-1.0529039,ZFP90,-0.5002325,0.02649508408014513,-2.5119114,RAD52,-0.28188145,0.525041550880318,-1.0442959,MARC2,-5.4024334,0.026418165387171275,-2.483205,GRIN1,-17.98945,1.0,-0.040761374,PPFIA2,0.0,1.0,0.0,ZNF235,0.29580685,1.0,-0.092804804,MSGN1,-12.293442,1.0,-0.0018958705,CALCRL,-2.8878658,0.09827893873470275,-1.9770968,FAT1,-3.3562958,0.9706086411774816,-0.6246222,OR10C1,0.0,1.0,0.0,SPATA17,-17.936798,1.0,-0.009876901,SLC17A4,-13.99579,1.0,-0.0005343377,SBK1,0.376071,1.0,0.28877196,PRR5L,-0.04640826,1.0,-0.28456268
TMEM270,-13.493578,1.0,-0.004174421,CD80,-24.906462,0.6326604766037842,-1.0537152,LPAR2,0.16083159,0.02643703158413028,-2.5128148,GMPR2,-0.0050540403,0.524876301473726,-1.0445603,TST,0.2594236,0.026206974214637996,-2.4861026,DNASE1L3,-17.849464,1.0,-0.040761374,ANKRD60,0.0,1.0,0.0,MAFA,-19.555424,1.0,-0.09288689,CHRM1,-13.684546,1.0,-0.0018958705,AMN1,-0.10340284,0.09809328971911203,-1.9779483,DNASE1L1,0.017406758,0.9705465092170631,-0.62475586,OR12D2,0.0,1.0,0.0,SORCS1,-17.649546,1.0,-0.009876901,HIST1H2BA,-14.374311,1.0,-0.0005343377,SLC4A5,0.96564245,1.0,0.2887161,DNAJC30,0.10638889,1.0,-0.2849584
KRTAP11-1,-13.395245,1.0,-0.004174421,SLC35F2,-24.21431,0.631818705403075,-1.0546404,NYNRIN,-4.425736,0.026321625043082823,-2.5144007,PLEK2,-21.872807,0.524876301473726,-1.0446156,BEND3,-2.631399,0.026059290648907288,-2.488153,ELAVL3,-17.742346,1.0,-0.040761374,TDRD5,0.0,1.0,0.0,SLC2A12,-17.859026,1.0,-0.09288689,KRTAP2-4,-15.707692,1.0,-0.0018958705,PPM1K,-1.3118746,0.0979688769784554,-1.9785355,LMBR1L,-0.019895814,0.9703942247499695,-0.6251284,FEZF1,0.0,1.0,0.0,OR4F21,-18.1788,1.0,-0.009876901,PSG4,-12.775253,1.0,-0.0005343377,DET1,-0.7673839,1.0,0.28783584,PEX2,0.9854752,1.0,-0.28496647
NOL4,-13.355694,1.0,-0.004174421,FAM3A,0.263244,0.6316689852721239,-1.0548679,C1orf198,-1.4980215,0.02625556781008684,-2.5153298,ANGPTL6,-1.4528201,0.5247514531021137,-1.0448383,CA12,-3.979818,0.026059290648907288,-2.4881613,GYS2,-17.315367,1.0,-0.040761374,MAGEA12,0.0,1.0,0.0,EDA,-18.75755,1.0,-0.09288689,KRTAP9-7,-14.996185,1.0,-0.0018958705,FOXF1,-6.033656,0.09777515621123786,-1.9794242,IL17RC,0.13620465,0.9700881137048692,-0.6254658,OR2J2,0.0,1.0,0.0,PAQR9,-18.490122,1.0,-0.009876901,CDH18,-11.88659,1.0,-0.0005343377,HUS1B,1.4754841,1.0,0.28751722,ZFAT,0.3001105,1.0,-0.2852007
OTOS,-14.992904,1.0,-0.004174421,SZT2,-0.8886432,0.6312068664640393,-1.0554105,GGNBP2,0.29125953,0.02621063041541357,-2.5159767,CRLF2,-3.5417287,0.5237556155890001,-1.0461174,HEATR5A,-0.6086051,0.026045277059932037,-2.488424,SAXO1,-18.854055,1.0,-0.040761374,OR4C16,0.0,1.0,0.0,NSG1,-19.14108,1.0,-0.09288689,DPT,-14.782676,1.0,-0.0018958705,PAK4,0.061386302,0.0976799988121634,-1.9798857,LLGL2,-0.47374165,0.9699682694175059,-0.62569153,SLC13A1,0.0,1.0,0.0,CRMP1,-17.989174,1.0,-0.009876901,PATE1,-15.4672785,1.0,-0.0005343377,ACHE,1.7178277,1.0,0.28738582,RBBP6,0.27835456,1.0,-0.28520876
GPRIN2,-14.4163265,1.0,-0.004174421,SPDL1,-1.7601339,0.630888271467906,-1.0558084,MARCH9,-0.34736001,0.02609188871260979,-2.5176196,SLC7A2,-2.663658,0.5228822800565781,-1.047248,ERO1B,-0.43057042,0.025907965664520718,-2.490343,PAEP,-17.930346,1.0,-0.040761374,OR4A47,0.0,1.0,0.0,NAALAD2,-17.500183,1.0,-0.09288689,KBTBD13,-15.782974,1.0,-0.0018958705,LINC00672,-0.28116006,0.09745951221199117,-1.980893,RFLNA,-23.005795,0.9699682694175059,-0.62578356,LMOD2,0.0,1.0,0.0,KCNH6,-17.632301,1.0,-0.009876901,GUCA1C,-12.560348,1.0,-0.0005343377,APC2,2.065809,1.0,0.28598002,RARG,0.45114675,1.0,-0.2852653
NEU2,-13.039327,1.0,-0.004174421,FARP2,-0.25032273,0.630888271467906,-1.0558498,LACC1,0.40143323,0.02609188871260979,-2.5176265,ARSJ,-3.8105743,0.5220996103260204,-1.0483315,TCP11L2,-0.09120972,0.025874348318497043,-2.4908442,JCHAIN,-18.560516,1.0,-0.040761374,C20orf85,0.0,1.0,0.0,CNTD2,-19.337137,1.0,-0.09288689,SMIM23,-15.547828,1.0,-0.0018958705,SPOCD1,-0.8062853,0.09745951221199117,-1.9809216,SGCE,-22.540915,0.9699682694175059,-0.62578356,SPAM1,0.0,1.0,0.0,COL14A1,-18.57098,1.0,-0.009876901,ASB17,-12.926862,1.0,-0.0005343377,ERFL,0.29840115,1.0,0.28579608,THAP12,0.5933333,1.0,-0.28541872
CNTNAP2,-15.426466,1.0,-0.004174421,ABHD15,-0.79680306,0.630888271467906,-1.0558859,CCDC170,0.015968427,0.025889723260934822,-2.5204444,SRGAP3,-4.0822926,0.5220996103260204,-1.0483396,IL21R,-0.7175719,0.025644740186246722,-2.4940495,KCNG1,-17.784494,1.0,-0.040761374,MAGEA6,0.0,1.0,0.0,GPM6B,-18.900784,1.0,-0.09288689,LRRTM1,-13.760165,1.0,-0.0018958705,DTNA,-3.5906365,0.09745951221199117,-1.9809558,ZBTB49,-0.0724738,0.9687055271499642,-0.62711143,GPX5,0.0,1.0,0.0,FER1L6,-18.001709,1.0,-0.009876901,OPN1SW,-16.207676,1.0,-0.0005343377,DRC1,2.562822,1.0,0.28446907,LRRCC1,0.31227097,1.0,-0.28550756
OR2W1,-11.466801,1.0,-0.004174421,RTCA,0.33387583,0.630587917957522,-1.0563408,TSEN54,-0.7821783,0.025556149391417798,-2.525048,PCDH10,-4.321094,0.5220345324520589,-1.0485367,ZNF324,-0.8895644,0.02563466519370519,-2.4942288,NLRP14,-17.929232,1.0,-0.040761374,ASTN1,0.0,1.0,0.0,FBLL1,-18.388205,1.0,-0.09288689,TRIM64B,-15.937328,1.0,-0.0018958705,ISOC1,0.37945893,0.09703599290798524,-1.9828846,TMEM81,-1.027541,0.9683654466303862,-0.62747735,GPX6,0.0,1.0,0.0,TSPAN1,-17.024431,1.0,-0.009876901,CDH12,-14.332407,1.0,-0.0005343377,DBF4B,-1.433451,1.0,0.28329647,SNX13,0.7517347,1.0,-0.28553987
MYBPC1,-13.077026,1.0,-0.004174421,RNF215,-2.7225044,0.6300801872521253,-1.05693,PDIK1L,0.38182747,0.025454729211587375,-2.526531,HSPB8,-22.58586,0.5220317443547542,-1.0486027,DIP2C,-6.8247504,0.0255675569302915,-2.495199,PCDHGC5,-17.089693,1.0,-0.040761374,GUCY1A2,0.0,1.0,0.0,DAW1,-18.425798,1.0,-0.09288689,NKX2-5,-11.851227,1.0,-0.0018958705,HTATIP2,0.17453866,0.09692280583423354,-1.9834276,SULT1C4,-1.1528163,0.9683654466303862,-0.6275321,GRM8,0.0,1.0,0.0,RTP3,-18.129026,1.0,-0.009876901,ACP4,-15.337834,1.0,-0.0005343377,ANKRD2,-0.31323364,1.0,0.28222567,SLC25A26,0.53103596,1.0,-0.28577408
TRDN,-15.579209,1.0,-0.004174421,GPR34,-0.689621,0.6300432138934755,-1.0570437,PDCD1LG2,-3.3184402,0.025409130087351153,-2.5272036,CNPPD1,-0.039605193,0.5219617531605942,-1.0487511,SSBP2,-0.22175926,0.02547513347564318,-2.4965236,PCDHGA9,-17.214783,1.0,-0.040761374,OR52I2,0.0,1.0,0.0,ACHE,-18.932854,1.0,-0.09288689,FGF19,-14.665886,1.0,-0.0018958705,TAF1B,0.23996487,0.09691026986331193,-1.9835305,TBC1D32,-0.6977101,0.9680654901134692,-0.6278915,SERPINA12,0.0,1.0,0.0,BLID,-16.557398,1.0,-0.009876901,PCDHA7,-10.162089,1.0,-0.0005343377,VASN,1.5013547,1.0,0.2814735,HES1,-0.15576775,1.0,-0.28626668
DPT,-14.936497,1.0,-0.004174421,COPS9,0.5827918,0.629263596327283,-1.0579842,IDNK,-0.0153045785,0.02527784890284307,-2.529108,SNX15,-0.029472433,0.5214440400347761,-1.0495107,FAM221A,-1.7224848,0.025466231129614134,-2.4966874,PCDHGA1,-15.603608,1.0,-0.040761374,MGAT4C,0.0,1.0,0.0,KRTAP29-1,-19.069021,1.0,-0.09288689,TMEM202,-13.901579,1.0,-0.0018958705,C2orf42,0.012114032,0.09655653964422331,-1.9851764,CLDN5,-23.0277,0.9679823673662525,-0.6280427,GALR1,0.0,1.0,0.0,PON1,-17.393576,1.0,-0.009876901,OR2W1,-11.273686,1.0,-0.0005343377,ADRA2A,-0.6484874,1.0,0.27913153,SLC6A8,-23.03975,1.0,-0.28651705
OR2A14,-16.292597,1.0,-0.004174421,PCYOX1,0.55868906,0.6289506445932179,-1.058377,MEGF8,-0.9321802,0.025235620776496482,-2.5297377,RTKN,-3.4529324,0.5195347972969155,-1.0519786,ZNF343,-1.1528645,0.025187351281207332,-2.50063,EPHA8,-17.93699,1.0,-0.040761374,DEFB123,0.0,1.0,0.0,AKAP6,-18.09955,1.0,-0.09288689,GABRB1,-13.721942,1.0,-0.0018958705,SOX12,-0.7235007,0.09601349282997432,-1.987661,TCEANC,-0.7395877,0.9677891353592711,-0.6282925,PAX4,0.0,1.0,0.0,RUNDC3B,-17.491709,1.0,-0.009876901,OR4K2,-15.853706,1.0,-0.0005343377,CACNB4,0.30565375,1.0,0.27833995,CPEB3,-2.3427105,1.0,-0.2866059
UGT1A8,-13.918948,1.0,-0.004174421,RXYLT1,0.2909846,0.6283108792262796,-1.0591006,ATF7IP2,-2.1980503,0.025131504503357147,-2.531231,ABLIM3,-3.5448174,0.5195347972969155,-1.0520002,STAT2,0.24024205,0.02505133254576424,-2.5025868,FMOD,-17.405369,1.0,-0.040761374,MAGEC2,0.0,1.0,0.0,RASSF9,-17.616255,1.0,-0.09288689,KRT24,-15.455839,1.0,-0.0018958705,CNKSR3,-5.5569444,0.0959058183292356,-1.988184,Z82206.1,-2.7034461,0.9676805668552478,-0.6285401,LGR5,0.0,1.0,0.0,MAPK10,-18.155308,1.0,-0.009876901,OPRM1,-13.349207,1.0,-0.0005343377,EPHX2,-1.1292657,1.0,0.27812973,MICALL1,-1.323665,1.0,-0.28678355
OR9Q1,-14.40049,1.0,-0.004174421,KIF24,-1.3410074,0.6282330752528259,-1.0592557,GTSF1,-1.0176789,0.02511054727013043,-2.5315664,KIRREL1,-3.7447445,0.5193380117626556,-1.0523456,PPP1R12C,0.22820935,0.024986764869677804,-2.50354,MYRFL,-17.156652,1.0,-0.040761374,BPIFB6,0.0,1.0,0.0,SERPINB3,-17.892693,1.0,-0.09288689,SLC22A11,-13.631606,1.0,-0.0018958705,ZNF681,-2.2225373,0.09570900250675521,-1.9891013,PGAP1,-0.46805385,0.9676805668552478,-0.6286015,KCNH7,0.0,1.0,0.0,TERB1,-18.061134,1.0,-0.009876901,CNTN2,-14.454696,1.0,-0.0005343377,TEX45,1.335514,1.0,0.27720675,BCL6B,-23.82077,1.0,-0.2871066
CLCA1,-14.905329,1.0,-0.004174421,EEF1E1,-0.0728355,0.6273896223557284,-1.060186,BTBD10,0.33092493,0.02510388763528797,-2.5317023,ADAM23,-22.267921,0.5191902210573252,-1.0525898,ESAM,-3.3223472,0.024923736067424616,-2.5044734,CDH15,-16.327297,1.0,-0.040761374,NAT8,0.0,1.0,0.0,SLC16A4,0.7246326,1.0,-0.0929899,SLC13A4,-14.290358,1.0,-0.0018958705,RASSF8,-23.269781,0.09563681058678425,-1.9894685,LIFR,-2.4153743,0.9675117025157822,-0.6288447,CSRNP3,0.0,1.0,0.0,C7orf57,-18.231861,1.0,-0.009876901,SGCZ,-13.399511,1.0,-0.0005343377,PROM1,-1.3421397,1.0,0.2761294,DLGAP3,-22.647114,1.0,-0.2871066
ASXL3,-13.646534,1.0,-0.004174421,PPT2,-24.119823,0.6273896223557284,-1.0601912,JADE1,0.36620453,0.02510388763528797,-2.5317194,KIAA1549L,-22.413214,0.5191902210573252,-1.0525898,CLIP4,-0.15626264,0.024917385481449884,-2.5046034,SLC28A1,-17.764412,1.0,-0.040761374,DEFB118,0.0,1.0,0.0,KLF1,-1.3824958,1.0,-0.09330859,FGF4,-13.935285,1.0,-0.0018958705,ST6GALNAC4,-0.067370296,0.09513438497687318,-1.9917916,SEC31B,-0.13926104,0.9675117025157822,-0.62887317,DIPK1C,0.0,1.0,0.0,ATOH7,-17.519772,1.0,-0.009876901,OR2M5,-13.581601,1.0,-0.0005343377,NPTN,-0.08206,1.0,0.27508157,TM2D1,0.706239,1.0,-0.28727618
IGFBP1,-12.735425,1.0,-0.004174421,C18orf54,-0.92623097,0.6262652735958268,-1.061478,TMEM267,0.20732342,0.025057724936552696,-2.5324335,SCART1,-2.2002494,0.5181607166901679,-1.053981,SYNC,-4.5951343,0.024739241609223053,-2.5072198,C2CD4D,-18.018854,1.0,-0.040761374,OR10R2,0.0,1.0,0.0,OR2AE1,0.058695454,1.0,-0.09402001,KRT27,-13.860097,1.0,-0.0018958705,PIGA,0.25919676,0.0950352320492445,-1.9923245,TANGO6,0.26179275,0.9674713097483147,-0.6290419,OR2B2,0.0,1.0,0.0,HHLA2,-18.834774,1.0,-0.009876901,USP17L7,-11.960816,1.0,-0.0005343377,SLC9B1,1.799831,1.0,0.2741159,URB2,-1.3971589,1.0,-0.2873327
PDE6C,-13.45477,1.0,-0.004174421,SIGLEC9,0.026625773,0.6262652735958268,-1.0615039,PPP1R16A,-0.87360936,0.024912131962363044,-2.5345614,B3GNT9,-0.47727376,0.5179966624956401,-1.0542454,COL6A1,-3.135106,0.024658522994247502,-2.5084145,IGHD,-19.556673,1.0,-0.040761374,C12orf42,0.0,1.0,0.0,KIF26B,-1.3604578,1.0,-0.094028056,SGCZ,-13.438872,1.0,-0.0018958705,TRAK2,0.27576,0.09503494203362672,-1.9923774,SHISAL2A,-2.5820932,0.9662408552462527,-0.63023394,LRRC10,0.0,1.0,0.0,ELN,-18.118242,1.0,-0.009876901,TEX55,-13.858087,1.0,-0.0005343377,GUCD1,-0.33049032,1.0,0.27408963,CELF6,-1.8246689,1.0,-0.28766382
PRSS38,-12.827406,1.0,-0.004174421,LMAN2L,0.08691154,0.6256004125111737,-1.062305,FBXO5,0.290556,0.02489022495200512,-2.5349555,LAMP3,-4.966,0.517959808718884,-1.0543532,TRIM32,-4.877576,0.024594845125046432,-2.5093677,C12orf50,-17.927652,1.0,-0.040761374,SMTNL1,0.0,1.0,0.0,TMEM200C,-3.2407992,1.0,-0.09409888,SLC6A20,-16.289032,1.0,-0.0018958705,ZFPL1,0.03861244,0.09502340994607204,-1.9925245,GATA6,-22.801228,0.9662408552462527,-0.63030183,TCL1B,0.0,1.0,0.0,CLSTN2,-17.757032,1.0,-0.009876901,STXBP5L,-13.655515,1.0,-0.0005343377,MT1M,-1.2684184,1.0,0.2731141,SPOCK1,-24.761139,1.0,-0.28769612
CLVS2,-15.833082,1.0,-0.004174421,TRPT1,0.16276625,0.6256004125111737,-1.0623308,TRPT1,0.104512244,0.024882271661728444,-2.5351102,IGF2BP1,-5.896346,0.5177365939515544,-1.0546906,ASMTL,0.12587531,0.024585223403117605,-2.5095456,ZPBP,-17.62046,1.0,-0.040761374,OR1L6,0.0,1.0,0.0,MADCAM1,-3.1799574,1.0,-0.09410532,OR7C1,-16.408155,1.0,-0.0018958705,GLI4,0.34178945,0.0949237066407232,-1.993016,ROBO4,-2.5718787,0.9660379195355959,-0.630567,GLRA4,0.0,1.0,0.0,F11,-17.892775,1.0,-0.009876901,EDNRA,-14.545662,1.0,-0.0005343377,TTN,-0.34756538,1.0,0.27246702,LOX,-23.956963,1.0,-0.28769612
SLC22A8,-14.264439,1.0,-0.004174421,TMEM126B,0.75044,0.6255316700958373,-1.0625272,PDK2,-1.1748853,0.02478077486460809,-2.5365846,PDE10A,-3.4532824,0.5166492987645732,-1.0560925,PHETA2,-1.5312095,0.024528282921862543,-2.510404,GASK1A,-18.330929,1.0,-0.040761374,OR10A2,0.0,1.0,0.0,IL17C,-0.3562424,1.0,-0.09435802,CPA2,-11.6241255,1.0,-0.0018958705,RASSF5,-0.059891026,0.09489531726183845,-1.9931904,AASS,-0.44819483,0.9657458922584438,-0.63097453,ASZ1,0.0,1.0,0.0,SLC30A3,-16.24329,1.0,-0.009876901,TMEM238L,-12.794267,1.0,-0.0005343377,SEMA3B,0.32062903,1.0,0.27245387,NFATC4,-23.215595,1.0,-0.28769612
IGHA2,-14.484986,1.0,-0.004174421,ZFYVE19,0.23322749,0.6252248549990524,-1.0629148,LIAS,-0.113172665,0.024727119969702612,-2.5373862,GSTA4,-0.6851869,0.5157832182549921,-1.0572232,RBFOX2,-3.3214645,0.024518781801324864,-2.5105805,TPH2,-17.1152,1.0,-0.040761374,PRAMEF20,0.0,1.0,0.0,P3H2,-0.83033055,1.0,-0.09514991,NT5C1B,-15.294255,1.0,-0.0018958705,FOXC1,-3.6252422,0.09481257819744461,-1.9936547,RTL8A,-0.5954317,0.9652540395204469,-0.6314676,MOG,0.0,1.0,0.0,PAPPA2,-17.129923,1.0,-0.009876901,OR7C1,-16.368792,1.0,-0.0005343377,ANKRD49,-1.4265032,1.0,0.27162614,XK,-23.568178,1.0,-0.28828567
